ProjectID,Complexiteit,Marktsegment,Gebied,Projectomschrijving,Projectmanager,Portfolio,Prognose eindstand,besteed,budget_ratio,Plandatum,Klanteis,HaalbaarheidBoolean,slack_days,risico_count,sum_ev_geld,avg_kans,n_tvps,total_tvp_hours,avg_tvp_hours,primary_geo,primary_tesi,n_taken,budget_alle_jaren
D-002069,,,Landelijk,'10 verv lokaal tel kabelnetwerk LAN,Michel Farro,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
L-005379,Laag,,Landelijk,Aanbrengen DSV op draagconstructies 2022,Oscar Wilffert,Landelijk,198478.81,198478.81,1.0,,,,,0,0.0,0.0,0,0.0,,073,D06,20,361.09
L-005054,Laag,,Landelijk,Aanleggen en upgraden railinzetplaatsen,Jos Molenaar,Landelijk,436812.56,436812.56,1.0,,,,,0,0.0,0.0,0,0.0,,144,B66,3,438.00008
L-005184,Laag,,Landelijk,Aanpassen AHOB 2.0 Bloemendaalseweg Ovn,Roeland van Hof,Landelijk,14510.12,14510.12,1.0,,,,,0,0.0,0.0,0,0.0,,083,B69.02,1,110.0
D-002709,Laag,,Landelijk,Aanpassen ATB-EG en saneren relaiskast,Wieke Miedema - Huisman,Landelijk,3551.39,3551.39,1.0,,,,,0,0.0,0.0,0,0.0,,013,F03.03.02,1,21.0
L-004951,Laag,,Landelijk,Aanpassen beveiliging Hlm-Zvt,,Landelijk,46674.04,46674.04,1.0,,,,,0,0.0,0.0,0,0.0,,083,B65.06,1,34.5
L-005386,Laag,,Landelijk,Aanpassen remmingwerk Koegrasbrug,Rolf Schooleman,Landelijk,85581.16,85581.16,1.0,,,,,0,0.0,0.0,0,0.0,,073,B25.03,1,100.0
M-004766,Laag,,Landelijk,Aanpassen sloten laagspanningskasten EV.,Peter Bogers,Landelijk,101199.59,101199.59,1.0,,,,,0,0.0,0.0,0,0.0,,ALG,D48.02,2,100.0
M-004767,Laag,,Landelijk,Aanpassen telwerk tankinstallatie EV ZD,Henk Timmermans,Landelijk,45597.0,45597.0,1.0,,,,,0,0.0,0.0,0,0.0,,517,D39.04,2,130.0
F-FCANO0,,,Landelijk,AFCA projecten PLM Documentatie NO,,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
B-226111,Midden,,Landelijk,Opheffen veiligheidsknelpunten 2005,Elizabet de Graaf,Landelijk,47106523.4,47106523.4,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
L-005392,,,Landelijk,ARBO-maatregelen op de Spaarnebrug Hlm,Rolf Schooleman,Landelijk,29537.94,29537.94,1.0,,,,,0,0.0,0.0,0,0.0,,527,B03.04,1,53.168
R-459200,Midden,,Landelijk,"Assen, onderdoorgang Mandemaat",,Landelijk,8751629.79,8751629.79,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
L-005034,Laag,,Landelijk,Baanlichaam en betonvoeten Obd-Hn,Jos Molenaar,Landelijk,2289437.73,2289437.73,1.0,,,,,0,0.0,0.0,0,0.0,,216,D17.08,74,2330.1
L-004933,Laag,,Landelijk,Baggeren sloten regio RN 2016,Carla de Wit,Landelijk,892656.12,892656.12,1.0,,,,,0,0.0,0.0,0,0.0,,073,A06.04,116,607.05
K-008420,,,Landelijk,BBV Ddr en MLL,,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-000099,,,Landelijk,RCF Combiproject 2009,,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-001760,,,Landelijk,Spoorviaducten (overloop LAND) GO 2007,,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
M-004462,Laag,,Landelijk,BBV Eindhoven Venlo grens 2017,Robert-Jan Arts,Landelijk,11170619.53,11170619.53,1.0,,,,,0,0.0,0.0,0,0.0,,055,B66.14,129,11039.65329
D-002018,,,Landelijk,Tel GO 2009 diverse werzaamheden,Michel Farro,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-002042,,,Landelijk,INV2010 verv Voicelogger VL Gn ZL Ah,Michel Farro,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-002060,,,Landelijk,TEL INV 2010 vervangen telegyr 603 ZL,,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-002161,,,Landelijk,"Seinwezen 2010, kwaliteits- en veilighei",,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-002170,,,Landelijk,"Tel 2010, CRC contract glasvezelkabel",,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-002263,Laag,,Landelijk,CT BBV TRS Groningen,Michel Farro,Landelijk,30852810.38,30852810.38,1.0,,,,,0,0.0,0.0,0,0.0,,003,A04.02,289,32827.10998
D-002274,,,Landelijk,CTK INV2012 verv MCI door BCI,,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-002471,,,Landelijk,CT BBV 2014 cg 28,Michel Farro,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-002515,Laag,,Landelijk,Verv./Verb. comm. Installatie bruggen NO,Frank Knottnerus,Landelijk,3290021.16,3290021.16,1.0,,,,,0,0.0,0.0,0,0.0,,002,A17.12,254,2714.2784
D-002558,Laag,,Landelijk,"Conserveren overweginstallaties, relaisk",Frank Knottnerus,Landelijk,852013.61,852013.61,1.0,,,,,0,0.0,0.0,0,0.0,,001,B69.08.01,826,1107.80015
D-002655,Laag,,Landelijk,Reviseren hefcilinder Harinxmakanaal,Christiaan Deters,Landelijk,4808172.71,4808172.71,1.0,,,,,0,0.0,0.0,0,0.0,,001,B03.04,4,1800.0
D-002662,Laag,,Landelijk,Conserveringsbeurt Spb Van Starkenborgh,Frank Knottnerus,Landelijk,1895246.49,1895246.49,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
M-004545,Laag,,Landelijk,BBV Limburg 2018,Jarno Aalders,Landelijk,27586921.54,27586921.54,1.0,,,,,0,0.0,0.0,0,0.0,,059,B66.02,274,27881.47322
D-002701,,,Landelijk,Zl Werkweg Hanzeboog,Danielle van den Aardweg,Landelijk,63876.09,63876.09,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-002713,Laag,,Landelijk,Verplaatsen brugbediening naar Vlpost Gn,Frank Knottnerus,Landelijk,2446364.92,2446364.92,1.0,,,,,0,0.0,0.0,0,0.0,,001,B18.02,1,1700.0
D-002733,Laag,,Landelijk,OI 2018 Schouwen kabeltracess,Martin van Emmen,Landelijk,98961.02,98961.02,1.0,,,,,0,0.0,0.0,0,0.0,,001,A16.20,61,138.9
D-002734,,,Landelijk,OI 2019 Schouwen kabeltraces,Martin van Emmen,Landelijk,133435.16,133435.16,1.0,,,,,0,0.0,0.0,0,0.0,,001,A16.20,61,146.1
D-002736,Laag,,Landelijk,OI 2021 Schouwen kabeltraces,Martin van Emmen,Landelijk,13115.0,13115.0,1.0,,,,,0,0.0,0.0,0,0.0,,001,A16.20,51,72.6
M-004461,Laag,,Landelijk,BBV Noordelijke Maaslijn 2017,Robert-Jan Arts,Landelijk,10196934.35,10196934.35,1.0,,,,,0,0.0,0.0,0,0.0,,049,B66.17,64,11148.098179999999
D-002739,,,Landelijk,Zl vernieuwingsverzoek spoor 40,,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,603,C11.01.02,6,230.265
D-002741,,,Landelijk,Zl drainage vernieuwen,,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,603,A07.01,1,115.0
D-002742,Laag,,Landelijk,Opknappen gelijkrichterwagen,Harry van der Veen,Landelijk,199426.16,199426.16,1.0,,,,,0,0.0,0.0,0,0.0,,013,D17.05,1,100.0
D-002750,,,Landelijk,Vervangen overwegbomen,,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,203,B69.02.03,90,495.0
D-002775,Laag,,Landelijk,Constructief werk kunstwerken NO 2015,Gerrit Wessels,Landelijk,22142.26,22142.26,1.0,,,,,0,0.0,0.0,0,0.0,,009,B03.04,5,213.5
L-005049,Laag,,Landelijk,BBV regio RN 2018,Arend Rook,Landelijk,1632308.76,1632308.76,1.0,,,,,0,0.0,0.0,0,0.0,,073,C02.01,8,1433.94182
L-005389,,,Landelijk,BBV Schiphol 2021,Arif Kafa,Landelijk,1609700.04,1609700.04,1.0,,,,,0,0.0,0.0,0,0.0,,133,B66.17,24,2009.492
D-002841,Midden,,Landelijk,FH combi Co Stationsomgeving,Renó Voogdgeert,Landelijk,1532824.79,1532824.79,1.0,,,,,0,0.0,0.0,0,0.0,,203,C01.04,17,1206.387
D-002867,,,Landelijk,CTK conserveringswerk 2016,,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-002868,,,Landelijk,CTK constructiewerk 2016,,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-002871,,,Landelijk,Civiel werk PKW 2016,,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-002876,Laag,,Landelijk,Divers OI & EV werk 2017,,Landelijk,195383.47,195383.47,1.0,,,,,0,0.0,0.0,0,0.0,,011,C35.02,1,210.0
D-002885,Laag,,Landelijk,FH tbv int contr.plan Gn-Nsch/Vdm 2018,Martin Eikelboom,Landelijk,2158054.19,2158054.19,1.0,,,,,0,0.0,0.0,0,0.0,,011,B66.17,20,1301.66793
D-002888,,,Landelijk,Vervangen elektr voed tbv wl verw (=VERV,Jebbe Westerbeek,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,ALG,D44,1,24.9
D-002908,Laag,,Landelijk,Vervangen tractiegelijkrichters rNO,René Kraaijeveld,Landelijk,854898.48,854898.48,1.0,,,,,0,0.0,0.0,0,0.0,,012,D04.04,10,1000.5
D-002915,Laag,,Landelijk,Conserveren Bruggen Regio Noord Oost,Ingmar Ankone,Landelijk,2293701.33,2293701.33,1.0,,,,,0,0.0,0.0,6,19.066666666666666,4.766666666666667,011,B03.04,4,698.4
D-002926,Laag,,Landelijk,Wadden-Brug conserveren 2018,Frank Knottnerus,Landelijk,132312.46,132312.46,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-002934,Laag,,Landelijk,CT-INV 2017 nw aanleggen drainage Zl PMF,Jordi Boer,Landelijk,128013.57,128013.57,1.0,,,,,0,0.0,0.0,0,0.0,,603,A07.01,1,167.0
D-002938,Laag,,Landelijk,Onnen Noord Verkeersbrug,Frans Jansen,Landelijk,46117.55,46117.55,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-002940,Laag,,Landelijk,Wadden-BBV2020,Michel la Faille,Landelijk,19231187.55,19231187.55,1.0,,,,,0,0.0,0.0,0,0.0,,001,A04.02,194,19490.17874
D-002945,Laag,,Landelijk,Wadden conserveren 2018,Frank Knottnerus,Landelijk,24165.84,24165.84,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-002946,Laag,,Landelijk,Wadden conserveren 2019,Frank Knottnerus,Landelijk,46128.71,46128.71,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-002947,Laag,,Landelijk,Wadden conserveren 2020,Frank Knottnerus,Landelijk,40716.53,40716.53,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-002954,Laag,,Landelijk,"Empl. Sneek, nieuw hekwerk spoor 5/6",Wieke Miedema - Huisman,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-002960,Laag,,Landelijk,Drenthe SW Snubbers plaatsen,Wieke Miedema - Huisman,Landelijk,81.01,81.01,1.0,,,,,0,0.0,0.0,0,0.0,,004,C47,308,138.6
D-002961,Laag,,Landelijk,FH tbv int contr.plan Hea-Emn/Gnl 2022.2,Ingmar Ankone,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-002962,Laag,,Landelijk,FH tbv int contr.plan Gn-Nsch/Vdm 2022.1,Martin Eikelboom,Landelijk,10054.08,10054.08,1.0,,,,,0,0.0,0.0,0,0.0,,552,C01.14,1,2.282
D-002963,Laag,,Landelijk,FH tbv int contr.plan Gn-Nsch/Vdm 2022.2,Martin Eikelboom,Landelijk,1252.99,1252.99,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-002964,Laag,,Landelijk,Drenthe CTK Beton onderhoud,Martin Eikelboom,Landelijk,86192.43,86192.43,1.0,,,,,0,0.0,0.0,0,0.0,,004,B03.11,2,115.08
D-002967,Laag,,Landelijk,Conserveren SW objecten PGO Drenthe 2018,Wieke Miedema - Huisman,Landelijk,907621.0,907621.0,1.0,,,,,0,0.0,0.0,0,0.0,,003,F05.08.01,26,864.825
D-002968,Laag,,Landelijk,Conserveren SW objecten PGO Drenthe 2020,Wieke Miedema - Huisman,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-002969,Laag,,Landelijk,Conserveren SW objecten PGO Drenthe 2021,Wieke Miedema - Huisman,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-002973,Laag,,Landelijk,"Gnl, reparatie baanverzakking km.82.6",Christian Janssen,Landelijk,343630.18,343630.18,1.0,,,,,0,0.0,0.0,0,0.0,,552,A02.02,2,275.0
D-002998,Laag,,Landelijk,Invulling hulpvraag vanuit FH Redesign,Andre Doorhof,Landelijk,13440.0,13440.0,1.0,,,,,0,0.0,0.0,0,0.0,,ALG,C,1,150.0
D-003012,,,Landelijk,Bijplaatsen camera's PMK,,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-003015,Laag,,Landelijk,Inspectie FBO,Wieke Miedema - Huisman,Landelijk,95675.07,95675.07,1.0,,,,,0,0.0,0.0,0,0.0,,ALG,B65.20,1,100.0
D-003022,Laag,,Landelijk,CT-GO Incidentele sps verv. NO 2018,Marco Klaibeda,Landelijk,241860.81,241860.81,1.0,,,,,0,0.0,0.0,0,0.0,,ALG,C09.04,1,201.6
D-003028,,,Landelijk,Leeg,,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-003038,,,Landelijk,Leeg,,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-003058,Laag,,Landelijk,Wadden seinwezen excl. cons. 2019 - 2024,Esther van Dijk,Landelijk,357322.3,357322.3,1.0,,,,,0,0.0,0.0,0,0.0,,201,F17.04.01,1,306.5
L-005172,,,Landelijk,Bijdrage aan R-309200 servicepaden Amr,Roel van Bladel,Landelijk,157333.27,157333.27,1.0,,,,,0,0.0,0.0,0,0.0,,620,A13,1,157.33327
D-003066,Laag,,Landelijk,EV Wadden inspectie 2019 - 2024,Jebbe Westerbeek,Landelijk,29204.0,29204.0,1.0,,,,,0,0.0,0.0,0,0.0,,009,D17.03.01,2,105.0
D-003067,Laag,,Landelijk,OB diversen irt PGO 2019,Christian Janssen,Landelijk,82204.1,82204.1,1.0,,,,,0,0.0,0.0,0,0.0,,001,A04.32,7,468.90000000000003
L-005196,,,Landelijk,Bijdrage aan R-528500 Hlm Plaza saneren,Saco de la Parra,Landelijk,1385483.54,1385483.54,1.0,,,,,0,0.0,0.0,0,0.0,,085,B72.02.01,9,1661.51359
D-003074,Laag,,Landelijk,FBO inspectie 2019,Gerard Pool,Landelijk,82917.0,82917.0,1.0,,,,,0,0.0,0.0,0,0.0,,ALG,B65.20,1,100.0
L-005039,Laag,,Landelijk,Bijdrage aan Z-170004 (saneren wsls Hfd),Roeland van Hof,Landelijk,244359.22,244359.22,1.0,,,,,0,0.0,0.0,0,0.0,,133,C01.05.01,5,241.302
L-005321,,,Landelijk,Bijdrage aan Z-180000 (aanleggen DOSS),Rob Bouwman,Landelijk,14000.0,14000.0,1.0,,,,,0,0.0,0.0,0,0.0,,076,F03.10,1,14.0
D-003089,,,Landelijk,VERVALLEN,Wieke Miedema - Huisman,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
M-004728,,,Landelijk,Bijdrage oplossing zwerfstromen Horst,Peter Bogers,Landelijk,16796.88,16796.88,1.0,,,,,0,0.0,0.0,0,0.0,,055,Y,1,16.0
D-003094,,,Landelijk,Verv. PCB-houdende condensatoren,Hendria Vos,Landelijk,1004265.67,1004265.67,1.0,,,,,0,0.0,0.0,0,0.0,,002,F01.05,45,3105.71655
M-004432,Hoog,,Landelijk,Bijdrage vervanging 3kV Noord Limburg,Marco Verkuil,Landelijk,3496020.75,3496020.75,1.0,,,,,0,0.0,0.0,0,0.0,,049,D42.01,91,3831.071
M-004670,Hoog,,Landelijk,Bijdrage vervanging 3kV Zuid Limburg,Marco Verkuil,Landelijk,370147.56,370147.56,1.0,,,,,0,0.0,0.0,0,0.0,,062,D43.10,9,370.15200000000004
D-003103,Laag,,Landelijk,CT-GO Incidentele sps verv. NO 2019,Marco Klaibeda,Landelijk,507166.94,507166.94,1.0,,,,,0,0.0,0.0,0,0.0,,ALG,C09.04,1,504.0
M-004417,Hoog,,Landelijk,Bijdrage vervanging 3kV-kabel Ehv-Wt-Rm,Marco Verkuil,Landelijk,4000207.41,4000207.41,1.0,,,,,0,0.0,0.0,0,0.0,,057,D41.04,91,4665.7919999999995
D-003104,Laag,,Landelijk,Uitvoeren hoofdinsp kunstwerken NO 2019,Frenk Remie,Landelijk,299788.89,299788.89,1.0,,,,,0,0.0,0.0,0,0.0,,ALG,B03.05,1,300.0
D-003112,Laag,,Landelijk,CTK Drenthe 2019,Jost Lieuwen,Landelijk,780034.99,780034.99,1.0,,,,,0,0.0,0.0,0,0.0,,013,B04.03,1,863.0
D-003134,Laag,,Landelijk,Werkproject Jaap,Danielle van den Aardweg,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,009,C47.05.22,8,385.0
D-003136,Laag,,Landelijk,Incidentele sps vervanging rNO 2020,Marco Klaibeda,Landelijk,34217.28,34217.28,1.0,,,,,0,0.0,0.0,0,0.0,,ALG,C09.04,1,504.0
D-003148,,,Landelijk,VRIJ,,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-003149,,,Landelijk,VRIJ,,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-003150,,,Landelijk,VRIJ,,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-003152,Laag,,Landelijk,Kwaliteitsinspecties Kunstwerken 2020,Frenk Remie,Landelijk,282048.81,282048.81,1.0,,,,,0,0.0,0.0,0,0.0,,ALG,B03.05,1,300.0
D-003156,Laag,,Landelijk,PP OB 2020,Michel van den Bogaert,Landelijk,8395.0,8395.0,1.0,,,,,0,0.0,0.0,0,0.0,,ALG,B72.08,1,50.0
D-003157,Laag,,Landelijk,Herstel Draagcie EV 2020,Jebbe Westerbeek,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,013,D17.13.01,1,270.0
D-003169,,,Landelijk,"SW 2020, onderzoek en herstel/correctie",Arjen Nakken,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-003170,,,Landelijk,Wadden opgave VRIJ2006,,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,608,C47.05.22,1,25.0
D-003175,,,Landelijk,EV Rijdraden Drenthe 2022 - 2023,Hans van Roessel,Landelijk,27810.0,27810.0,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-003235,,,Landelijk,"Gnl, verv. 10kV OS Gn (De Vork)",,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-444600,Midden,,Landelijk,Coevorden aansluiting Euroterminal,Renó Voogdgeert,Landelijk,9232841.8,9232841.8,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-003278,,,Landelijk,Wadden vervangen railpads 2025 - 2029,Michel la Faille,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
L-004877,Laag,,Landelijk,Conserveren kunstwerken 2018,Aysegül Tirgil,Landelijk,2836958.3,2836958.3,1.0,,,,,0,0.0,0.0,0,0.0,,073,B03.04,52,2614.1958
L-005079,Laag,,Landelijk,Conserveren kunstwerken regio RN 2021,Aysegül Tirgil,Landelijk,478881.94,478881.94,1.0,,,,,0,0.0,0.0,0,0.0,,078,B03.08,18,1552.371
D-003500,,,Landelijk,Werkproject PGO Drenthe 3 (2022-2027),,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,005,B17.02,3,399.002
E-R00200,Laag,,Landelijk,ERTMS IEP-projectinitiatieven,Chris Verstegen,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
L-005135,Laag,,Landelijk,Conserveren SW-apparatuur Kennemerl 2021,Arif Kafa,Landelijk,362900.82,362900.82,1.0,,,,,0,0.0,0.0,0,0.0,,ALG,B69.08.01,3,600.0
E-R80101,Midden,,Landelijk,ERTMS IDE Beveiliging-FIS,Johan Hoogerbrug,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
M-004749,Laag,,Landelijk,CTK Conserveren spoorbrug Eindhovenseweg,Carlo Boterman,Landelijk,470305.44,470305.44,1.0,,,,,0,0.0,0.0,0,0.0,,057,B03.08,2,916.0
M-004727,Laag,,Landelijk,CTK Herstel damwanden dudoklaan Heerlen,Ruud Tielen,Landelijk,307386.88,307386.88,1.0,,,,,0,0.0,0.0,0,0.0,,504,B03.04,1,687.698
M-004126,Laag,,Landelijk,Deactivering ATBEG in ATBNG gebied,Michel la Faille,Landelijk,1349683.41,1349683.41,1.0,,,,,0,0.0,0.0,0,0.0,,001,F07.01,25,1083.0
R-359200,,,Landelijk,Den Haag CS aanleg spoor tbv HSE,Edward Ruiter,Landelijk,54374626.63,54374626.63,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-359000,Midden,,Landelijk,Deurne plaatsen geluidwerende voorzienin,Ron Jasker,Landelijk,7201803.02,7201803.02,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-468300,,,Landelijk,Dieren stationsomgeving,Alf Smolders,Landelijk,3957086.82,3957086.82,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
M-004653,Laag,,Landelijk,Div GO-werk EV in SS en OS 2018 ZUID,René Delnoije,Landelijk,129929.29,129929.29,1.0,,,,,0,0.0,0.0,0,0.0,,059,D18.05,2,117.0
K-006618,,,Landelijk,"Dt spoortunnel, Bovenleiding aanpassen",Rosalie Nijenhuis,Landelijk,332564.48,332564.48,1.0,,,,,0,0.0,0.0,0,0.0,,112,D18,4,200.0
M-004839,Laag,,Landelijk,Duimstok EV Bvl 3kV OsSs 2021 ZO+ZW,Peter Bogers,Landelijk,158650.03,158650.03,1.0,,,,,0,0.0,0.0,0,0.0,,ALG,D18.14,3,160.0
L-005266,,,Landelijk,Elektrificeren poort overpad Sptz,Carlo Murtas,Landelijk,4834.1,4834.1,1.0,,,,,0,0.0,0.0,0,0.0,,082,B85.07,1,10.0
I-IMI100,Midden,,Landelijk,Hardware aanschaf Donna 2021-2026,Sander Berg,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
M-004837,Laag,,Landelijk,Flexbudget mgr DO 2021 ZO+ZW,Yvonne de Swart,Landelijk,12546.0,12546.0,1.0,,,,,0,0.0,0.0,0,0.0,,ALG,Y,1,250.0
K-006004,Laag,,Landelijk,Gv FHRD BBV,Odetta Persaud - Klaver,Landelijk,20004047.83,20004047.83,1.0,,,,,0,0.0,0.0,0,0.0,,104,C01.05.01,217,22480.41384
R-431400,Midden,,Landelijk,"Haren-Glimmen, aanleg geluidsschermen",Rudi van der Borgt,Landelijk,5960273.65,5960273.65,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-444100,Midden,,Landelijk,Harlingen Onderdoorgang N31,André Hagen,Landelijk,459609.54,459609.54,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
L-005229,Laag,,Landelijk,Herstellen/vervangen remmingwerk RN 2020,Rogier Berkman,Landelijk,2203096.86,2203096.86,1.0,,,,,0,0.0,0.0,0,0.0,,079,B25.03,2,1032.557
R-326900,,,Landelijk,"Hoogezand-Sappermeer, geluidsscherm",Frans Jansen,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
M-004835,,,Landelijk,Hoogspanningsleutelbeheer NL 2021 door Z,Peter Bogers,Landelijk,6000.0,6000.0,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
M-004757,Laag,,Landelijk,Hoogspanningsleutelbeheer voor heel NL d,Peter Bogers,Landelijk,10000.0,10000.0,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
M-004760,Laag,,Landelijk,Inspectie GP en duimstok EV 2020 tbv PP,Peter Bogers,Landelijk,149780.0,149780.0,1.0,,,,,0,0.0,0.0,0,0.0,,ALG,D17.03.02,3,150.0
L-005342,,,Landelijk,Inventariseren kabelzinker NH-kanaal Amr,Alf Smolders,Landelijk,16644.0,16644.0,1.0,,,,,0,0.0,0.0,0,0.0,,620,A16.23,1,50.0
M-004737,Laag,,Landelijk,Kleine aanpassingen ihkv MOOS Zuid 2020,Wil Crooymans,Landelijk,64567.0,64567.0,1.0,,,,,0,0.0,0.0,0,0.0,,ALG,F05.07,1,125.0
R-408700,Laag,,Landelijk,"Landelijk, repressie fac. maatregelen",Mark Leeuwenburgh,Landelijk,1346475.73,1346475.73,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-357000,Midden,,Landelijk,Leeuwarden - Sneek  3e trein,Rudi van der Borgt,Landelijk,5772518.49,5772518.49,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-454400,Midden,,Landelijk,Leiden; aanl.nwe odg Kanaalweg,Cors Bergmans,Landelijk,10010634.37,10010634.37,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
K-005505,Laag,,Landelijk,"rRZ, diverse PKW EV opdrachten",Hans van der Lit,Landelijk,838061.17,838061.17,1.0,,,,,0,0.0,0.0,0,0.0,,102,D44,9,355.651
R-455200,Midden,,Landelijk,"Leidschendam, pl. geluidsschrmn.NOI",Friso van Merode,Landelijk,5441160.51,5441160.51,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
K-005708,Laag,,Landelijk,"Vinkbrug, vernieuwen Zinker",Odetta Persaud - Klaver,Landelijk,1546041.97,1546041.97,1.0,,,,,0,0.0,0.0,0,0.0,,104,A16.01,2,1200.0
K-005715,Laag,,Landelijk,"Rrz, Gasblusinstallatie RH Delft",Ernst Kleinpenning,Landelijk,223043.24,223043.24,1.0,,,,,0,0.0,0.0,0,0.0,,112,A17.14,2,225.0
R-458400,Midden,,Landelijk,"Maastricht, Beatrixhaven, aanp.ovw'n",Devlin Matagora,Landelijk,287497.64,287497.64,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-400000,Hoog,,Landelijk,Meerjarenprogramma Geluidsanering,Kees Larooij,Landelijk,15872624.14,15872624.14,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
K-007500,Laag,,Landelijk,"rRZ, BBV",Odetta Persaud - Klaver,Landelijk,4928517.82,4928517.82,1.0,,,,,0,0.0,0.0,0,0.0,,104,A07.01,69,4075.74593
R-428300,,,Landelijk,N23 onderdoorgang KW04,Maarten Mulder,Landelijk,5898453.73,5898453.73,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
K-008112,,,Landelijk,OI Herstellen kabelkokers ZHN,,Landelijk,,,,,,,,0,0.0,0.0,0,0.0,,104,A16.04,3,834.15
L-004433,Laag,,Landelijk,Werkzaamheden bluspompen/afnamepunten,Alf Smolders,Landelijk,2008854.28,2008854.28,1.0,,,,,0,0.0,0.0,0,0.0,,133,B47.01,3,1708.7150000000001
