ProjectID,Complexiteit,Marktsegment,Gebied,Projectomschrijving,Projectmanager,Portfolio,Prognose eindstand,besteed,budget_ratio,Plandatum,Klanteis,HaalbaarheidBoolean,slack_days,risico_count,sum_ev_geld,avg_kans,n_tvps,total_tvp_hours,avg_tvp_hours,primary_geo,primary_tesi,n_taken,budget_alle_jaren
R-404400,Hoog,,Randstad-Noord,"Purmerend, 2 liften, Tr3",Bram 't Mannetje,Stationsprojecten,1537208.38,1537208.38,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-404500,Hoog,,Randstad-Noord,"Rhenen, bereikbaarheid perrons",Lieke Rubers,Stationsprojecten,89164.56,89164.56,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-471200,Hoog,,Zuid,Vught: bereikbaarheid perrons,Lieke Rubers,Stationsprojecten,2957.94,2957.94,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-471300,Hoog,,Noord-Oost,Wolfheze: bereikbaarheid perrons,Lieke Rubers,Stationsprojecten,52186.53,52186.53,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-485200,Hoog,,Randstad-Noord,OV SAAL MLT Variantenstudie,Anita Vesters - Valk,GSPP,6052862.37,6052862.37,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-523106,Hoog,,Zuid-Holland,Behandelen en Opstellen Dordrecht,Annelies Copier - van der Kroon,GSPP,1331214.35,1331214.35,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-523130,Hoog,,Noord-Oost,B&O: Arnhem Berg,Annelies Copier - van der Kroon,Noord-Oost,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-523135,Hoog,,Randstad-Noord,"B&O: Watergraafsmeer, bereikbaarh West",Bart Swolfs,Randstad-Noord,2320.0,2320.0,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-539800,Hoog,,Zuid-Holland,Schiedam 4-sporigheid (Variant D),Edward Ruiter,GSPP,549984.03,549984.03,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-FPR003,Hoog,,Noord-Oost,Nijmegen Westzijde,Roland Jansen,Stationsprojecten,138911.52,138911.52,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
Z-160000,Hoog,,Randstad-Noord,Bijdrage Robuust Spoor Ndb en Wrt,Luuk van Hengstum,Randstad-Noord,500000.0,500000.0,1.0,,,,,0,0.0,0.0,0,0.0,,087,C25,2,2200.0
Z-181202,Hoog,,Randstad-Noord,PVT - Corridor 't Gooi,Marco Verkuil,Randstad-Noord,32551722.34,32551722.34,1.0,,,,,0,0.0,0.0,0,0.0,,ALG,F,4,12930.489
R-325800,Midden,,Noord-Oost,Amersfoort viaduct amf-apd Vinkenhoef,Frans Jansen,Noord-Oost,4005917.44,4005917.44,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-003014,Midden,,Noord-Oost,BBV 2019 Nm PHS wl121A/B+wl.verw,Roland Jansen,Noord-Oost,394176.29,394176.29,1.0,,,,,0,0.0,0.0,0,0.0,,514,B66.17,25,899.652
D-001780,Midden,,Noord-Oost,IJsselbrug Zutphen,Jiska Kazius - van der Meulen,Noord-Oost,5297074.33,5297074.33,1.0,,,,,0,0.0,0.0,0,0.0,,609,B03.04,8,1377.3333499999999
M-004460,Midden,,Zuid,BBV Oisterwijk en omstreken 2017,Ron Jasker,Zuid,1612515.54,1612515.54,1.0,,,,,0,0.0,0.0,0,0.0,,125,B03.04,30,1626.11468
D-002831,Midden,,Noord-Oost,BBV rNO 2016 AMA-BNN-APD (mee met FW),Marco Spinosa,Noord-Oost,4488106.97,4488106.97,1.0,,,,,0,0.0,0.0,0,0.0,,020,A07.01,41,3859.649
L-004834,Midden,,Randstad-Noord,Bijdrage aan project R469000 (wsls Dmn),Judith Nijeboer,Randstad-Noord,199395.98,199395.98,1.0,,,,,0,0.0,0.0,0,0.0,,585,A02.03,1,83.6
L-005179,Midden,,Randstad-Noord,Bijdrage aan R-469000 (SAA) Dmna-Gpda,Judith Nijeboer,Randstad-Noord,114679.71,114679.71,1.0,,,,,0,0.0,0.0,0,0.0,,585,A16.01,5,107.0
K-B15015,Midden,,Zee-Zevenaar,"BR, aanbrengen nieuw doel A15 trac├®",René van der Haar,Zee-Zevenaar,7750778.93,7750778.93,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
K-B17000,Midden,,Zee-Zevenaar,"BR, Suurhoffbrug bew.- en brugbediening",Thomas Reemers,Zee-Zevenaar,4817351.06,4817351.06,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
K-B17002,Midden,,Zee-Zevenaar,"Calandbrug, brugwerkzaamheden",Thomas Reemers,Zee-Zevenaar,3086851.23,3086851.23,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-214700,Midden,,Zuid,Den Bosch verleggen Zuid Willemsvaart,Michelangelo Marijnissen,Zuid,25484028.05,25484028.05,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-472200,Midden,,Noord-Oost,Deventer: inpandige hellingbaan,Lieke Rubers,Stationsprojecten,363663.8,363663.8,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-391500,Midden,,Noord-Oost,ecoduct Asselsche Heide,Camiel Meijneken,GSPP,2970035.51,2970035.51,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-401100,Midden,,Noord-Oost,"Ede, aanpassen viaduct A12",Hans van Roessel,Noord-Oost,1404944.95,1404944.95,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
M-004866,Midden,,Zuid,EV scope Betuwe 2023,Tom Vogelaar,Zuid,36036.0,36036.0,1.0,,,,,0,0.0,0.0,0,0.0,,043,D18.07,5,37.785
R-466000,Midden,,Zuid,Goes onderdoorgang van Hertumweg,Jarno Aalders,Zuid,16786122.09,16786122.09,1.0,,,,,0,0.0,0.0,0,0.0,,127,D17.23,2,65.4
R-438500,Midden,,Randstad-Noord,"Hilversum, aanleg geluidscherm",Danny Schaafsma,Randstad-Noord,2037009.71,2037009.71,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
K-B16008,Midden,,Zee-Zevenaar,"Hvsp, sporen op doeltrace brengen KFH-MV",Sanne van den Haak,Zee-Zevenaar,3756504.18,3756504.18,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
K-005135,Midden,,Zee-Zevenaar,Vervangen Havios door Halo en/of Hali B,Bart Verberne,Zee-Zevenaar,5341429.37,5341429.37,1.0,,,,,0,0.0,0.0,0,0.0,,470,B69.02.02,16,3752.0
K-005712,Midden,,Zuid-Holland,"rRZ, kleine aanpassingen i.h.k.v. MOOS",Jeroen Klein,Zuid-Holland,452872.26,452872.26,1.0,,,,,0,0.0,0.0,0,0.0,,118,F05.01,4,400.0
R-391300,Midden,,Zuid,"MJPO, Ecoduct de Mortelen (NB01)",Camiel Meijneken,GSPP,11166558.74,11166558.74,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-391100,Midden,,Noord-Oost,"MJPO, Faunatunnel Maanschoten (GE01)",Camiel Meijneken,GSPP,9202526.1,9202526.1,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-435300,Midden,,Zuid,Oss Elzenburg capaciteitsverruiming,Marko Laarmans,Zuid,5654907.74,5654907.74,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
M-004524,Midden,,Zuid,Saneren en aanpassen infra Zeeuwse lijn,Robert-Jan Arts,Zuid,2052639.04,2052639.04,1.0,,,,,0,0.0,0.0,0,0.0,,127,C01.04,19,2114.645
R-469200,Midden,,Zuid-Holland,"Rtd-HvH, beeind. Beh. Hoekse Lijn",Monique Pluimers,Zuid-Holland,487494.76,487494.76,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-469000,Midden,,Randstad-Noord,"SAA Diemen, terugpl. HSL-wsls",Jos Molenaar,Randstad-Noord,9750297.72,9750297.72,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-460570,Midden,,Zuid-Holland,Stationsoutillage Gorinchem,Jacqueline Velzeboer,Stationsprojecten,204062.32,204062.32,1.0,,,,,0,0.0,0.0,0,0.0,,118,G06.07,1,64.637
R-460080,Midden,,Randstad-Noord,Stationsoutillage Utrecht CS,Jacqueline Velzeboer,Stationsprojecten,5076571.78,5076571.78,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-456200,Midden,,Zuid,"Tilburg GE, ontkopp. empl. van hfdspoor",Ron Jasker,Zuid,130254.11,130254.11,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-468700,Midden,,Noord-Oost,Utrecht Harderwijk Seinoptim.,Martin Eikelboom,Noord-Oost,2424847.8,2424847.8,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-327000,Midden,,Noord-Oost,"Zutphen, real. 2 odg'n bij station",Jiska Kazius - van der Meulen,Noord-Oost,19988807.39,19988807.39,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-389900,Midden,,Noord-Oost,"Weerselo, verleng viad over sp",Ingmar Ankone,Noord-Oost,9407759.06,9407759.06,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-474400,Midden,,Noord-Oost,"Nijkerk, Aanleg odg Amersfoortseweg",André Hagen,Noord-Oost,12036499.82,12036499.82,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-474600,Midden,,Randstad-Noord,N23 onderdoorgang KW15d Drechterland,Maarten Mulder,Randstad-Noord,3909715.16,3909715.16,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-478200,Midden,,Noord-Oost,"Zwolle-Enschede, snelheidsverhoging",Peter Stam,Noord-Oost,2989527.99,2989527.99,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-481500,Midden,,Randstad-Noord,Diemen (2e fase) overloopw. keervoorz,Luuk van Hengstum,Randstad-Noord,478212.16,478212.16,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-482500,Midden,,Noord-Oost,"Arnhem Berg, LWA installeren op NCBG",Rudi van der Borgt,Noord-Oost,6687490.91,6687490.91,1.0,,,,,0,0.0,0.0,0,0.0,,508,D44,1,425.0
R-485600,Midden,,Zee-Zevenaar,"Rtd, verkennend ond. Botlek Oeververb.",Hans van der Lit,Zee-Zevenaar,390476.42,390476.42,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-486000,Midden,,Noord-Oost,"Nijmegen, ovw Groenestr inr bijz. transp",Rudi van der Borgt,Noord-Oost,230747.35,230747.35,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-489100,Midden,,Zuid,"Haaren,raildmprs PlanDenHoek Helvoirt",Annemarie van Laarhoven,Zuid,226038.63,226038.63,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-490600,Midden,,Noord-Oost,"Ommen, vergroten veiligheid eilandperron",Jim van Leersum,Stationsprojecten,4413343.9,4413343.9,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-495400,Midden,,Noord-Oost,Zutphen De Hoven aanl Odg/ verw overpad,Camiel Meijneken,GSPP,6205970.9,6205970.9,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-495800,Midden,,Zuid,"Oisterwijk, Geluidwerende maatregelen",Ron Jasker,Zuid,689827.23,689827.23,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-501700,Midden,,Zee-Zevenaar,"aasvlakte, onderhoudslocatie",Sanne van den Haak,Zee-Zevenaar,442614.51,442614.51,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-503100,Midden,,Noord-Oost,"Hengelo, realisatie werkplaats Stadler",Jost Lieuwen,Noord-Oost,250356.5,250356.5,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-505000,Midden,,Zuid-Holland,Veiligheidsmaat. Zwijnd.-Dord,Jeroen Klein,Zuid-Holland,6094124.93,6094124.93,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-517200,Midden,,Zee-Zevenaar,Glasredunantie Betuweroute,Huub van Laar,Zee-Zevenaar,3482480.24,1602284.5,0.4600986623257911,,,,,0,0.0,0.0,0,0.0,,152,H26.01,1,7700.0
R-520010,Midden,,Noord-Oost,"LVO Putten, verbeteren overweg",Esther van Dijk,Noord-Oost,370449.78,370449.78,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-520045,Midden,,Zuid,Halderberge ovw Bosschendijk,Ruud Tielen,Zuid,822148.64,822148.64,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-523300,Midden,,Zuid,Oisterwijk Blokshekken,Ron Jasker,Zuid,530437.51,530437.51,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-525700,Midden,,Noord-Oost,"Drontemeertunnel, toets. veil. berijdb.",Bernadette Paping - Geertman,Noord-Oost,96823.24,96823.24,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-526400,Midden,,Zee-Zevenaar,Blankenburgverbinding,Vivian van Poppel,Zee-Zevenaar,333132.41,333132.41,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-528600,Midden,,Noord-Oost,"Euregioweg, ongelijksvl fietsverbinding",René Peusens,Noord-Oost,79250.99,79250.99,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-529500,Midden,,Randstad-Noord,"Utrecht, Cartesiusdriehoek geluidscherm",Roel van Bladel,Randstad-Noord,10901.94,10901.94,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-531700,Midden,,Randstad-Noord,"Amersfoort, verbeteren aansluiting NS",René Twisk,Randstad-Noord,1748539.35,1748539.35,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-532700,Midden,,Zee-Zevenaar,"Pernis, maatregelen overwegen stamlijn",Thomas Reemers,Zee-Zevenaar,192198.71,192198.71,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-535400,Midden,,Zuid,TBL1+,Rob Bouwman,Zuid,554493.55,554493.55,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-536400,Midden,,Zee-Zevenaar,Maasvlakte West-ECTORT,Sanne van den Haak,Zee-Zevenaar,101438.45,101438.45,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-537900,Midden,,Zuid-Holland,windmaatregelen Brug Hollandsch Diep,Albert Schoof,Zuid-Holland,2050483.83,2050483.83,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-538500,Midden,,Zuid,Koningsoord Berkel-Enschot,Ron Jasker,Zuid,740526.97,740526.97,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-539900,Midden,,Zuid,Geluidscherm Tilburg Reeshof,Nicole Kamphuis,Zuid,22149.84,22149.84,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-546200,Midden,,Zee-Zevenaar,Suurhoffbrug tijdelijke verbinding,Thomas Reemers,Zee-Zevenaar,99461.24,99461.24,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-547000,Midden,,Zee-Zevenaar,"Meteren, onderhoud viaduct A15 (RWS)",Ron Jasker,Zee-Zevenaar,13093.31,13093.31,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-549200,Midden,,Zuid,Raildempers Oosterhout,Annemarie van Laarhoven,Zuid,277512.07,277512.07,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-550010,Midden,,Noord-Oost,"Mook, aanleg fietstunnel",Hugo de Haes,Noord-Oost,1579714.41,1579714.41,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-553200,Midden,,Zee-Zevenaar,Rubis Terminal,Sanne van den Haak,Zee-Zevenaar,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-563000,Midden,,Zee-Zevenaar,"capaciteitsanalyse botlek, europoort, pe",Hans van der Lit,Zee-Zevenaar,108162.5,108162.5,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-566800,Midden,,Zuid-Holland,Schiekadeblok,Albert Schoof,Zuid-Holland,5987.0,5987.0,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-568800,Midden,,Zee-Zevenaar,Verwerven locomotieven tbv Kijfhoek,Jasper van Beek,Zee-Zevenaar,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-575400,Midden,,Zuid-Holland,Verwijderen fasescheiding Zha,Martin de Lange,Zuid-Holland,0.0,0.0,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-600011,Midden,,Zuid,MJPG: Eindhoven Hofstraat,Kees Larooij,Zuid,633639.84,633639.84,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-600012,Midden,,Noord-Oost,MJPG: No Regret NO Nederland,Rudi van der Borgt,Noord-Oost,3324340.1,3324340.1,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-FPR021,Midden,,Randstad-Noord,Amsterdam Sloterdijk,Wouter van Minderhout,Stationsprojecten,234754.81,234754.81,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-FPR025,Midden,,Zuid-Holland,Rotterdam CS Delftseplein,Simon van den Enden,Stationsprojecten,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
S-P08016,Midden,,Zuid,Station Tilburg planstudie 2b,Anton Korlaar,Stationsprojecten,41463205.95,41463205.95,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
S-P50420,Midden,,Noord-Oost,Valleilijn; RobuustheidVergr.Maatregelen,Marco Spinosa,Noord-Oost,3020748.28,3020748.28,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
V-D00110,Midden,,Zuid,Top 50 Oisterwijk,Ron Jasker,Zuid,10309526.39,10309526.39,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
Z-170020,Midden,,Zuid,Aanpassen bestaande DOSS,Rob Bouwman,Zuid,764065.37,764065.37,1.0,,,,,0,0.0,0.0,0,0.0,,ALG,B65.07.03,1,500.0
Z-907492,Midden,,Zuid-Holland,Nieuwerkerk a/d IJssel vernieuwen DBL,Mark Wienbelt,Stationsprojecten,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
Z-9ASDM1,Midden,,Randstad-Noord,"Amsterdam Muiderpoort, PPP",Jacqueline Velzeboer,Stationsprojecten,805971.5,805971.5,1.0,,,,,0,0.0,0.0,0,0.0,,526,G02.03,2,912.696
Z-9DDZ01,Midden,,Zuid-Holland,Dordrecht Zuid PPP,Jacqueline Velzeboer,Stationsprojecten,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
Z-9GD001,Midden,,Zuid-Holland,"Gouda, StOut",Jacqueline Velzeboer,Stationsprojecten,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
Z-9MDB01,Midden,,Zuid,"Middelburg, PPP",Jacqueline Velzeboer,Stationsprojecten,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
K-B16000,,,Zee-Zevenaar,2 meting Zee Zevenaar,,Zee-Zevenaar,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
K-006144,,,Zee-Zevenaar,A15 puntstukken 18.5,,Zee-Zevenaar,,,,,,,,0,0.0,0.0,0,0.0,,152,C38.01,1,600.0
L-004719,,,Randstad-Noord,Aanbrengen brokenrail detectie landelijk,René Twisk,Randstad-Noord,7630559.5,7630559.5,1.0,,,,,0,0.0,0.0,0,0.0,,009,F01.02.13,519,10860.0
L-005256,,,Randstad-Noord,Aanleggen ATB-lussen seinen 146/156 Asd,Marco Hendriks,Randstad-Noord,20485.25,20485.25,1.0,,,,,0,0.0,0.0,0,0.0,,586,F07.02.02,2,30.5
M-004772,,,Zuid,aanpassen HALI-b 101.5  Kanaalstr Oss E,Mark van Velp,Zuid,90328.48,90328.48,1.0,,,,,0,0.0,0.0,0,0.0,,831,B69.02,1,90.0
D-001894,,,Noord-Oost,Aanpassen waterinstallaties,Jiska Kazius - van der Meulen,Noord-Oost,987217.96,987217.96,1.0,,,,,0,0.0,0.0,0,0.0,,501,D46.06,2,900.0
L-005405,,,Randstad-Noord,Aanpassen wisselbediening Utrecht OZ,Oscar Wilffert,Randstad-Noord,80106.5,80106.5,1.0,,,,,0,0.0,0.0,0,0.0,,531,F03.02,1,90.0
B-227101,,,Randstad-Noord,Vleuten - Amsterdam Rijnkanaal (AAV),Frans van Wegen,Randstad-Noord,179383907.48,179383907.48,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
B-227104,,,Randstad-Noord,Houten - Houten Castellum (ACH),Frans van Wegen,Randstad-Noord,117709621.24,117709621.24,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
B-227113,,,Randstad-Noord,Keervoorziening Woerden,Frans van Wegen,Randstad-Noord,10285317.54,10285317.54,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
B-227118,,,Randstad-Noord,"Utr-CS Lunetten, Derden bij B-227108",Frans van Wegen,Randstad-Noord,43012832.26,43012832.26,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
L-004865,,,Randstad-Noord,BBV 2016 regio RN zuidelijke deel,René Twisk,Randstad-Noord,9770208.75,9770208.75,1.0,,,,,0,0.0,0.0,0,0.0,,027,B66.03,158,10099.158
D-002092,,,Noord-Oost,DIV BBV 2010 - 2013 GELRE,Ton Zomerdijk,Noord-Oost,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-002369,,,Noord-Oost,"DIV GO Meerwerk, op spec Achterhoek",Andre Doorhof,Noord-Oost,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-002592,,,Noord-Oost,Verv. TPRB procesleiding stations FL/AH,Jolanda van de Craats - Boltjes,GSPP,9239509.07,9239509.07,1.0,,,,,0,0.0,0.0,0,0.0,,001,F,5,7450.0
D-002869,,,Noord-Oost,CTK constructiewerk IJsselbrug Zutphen,,Noord-Oost,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-002877,,,Noord-Oost,Vervangen batterijen RH10 Hgl,,Noord-Oost,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-002993,,,Noord-Oost,Vervangingen tbv beheer sleutelsysteem,Michel van den Bogaert,Noord-Oost,7477.52,7477.52,1.0,,,,,0,0.0,0.0,0,0.0,,037,A04.15,4,10.0
L-004995,,,Randstad-Noord,Bijdrage aan B227105 (Ut-ARK) bvl-balken,Judith Nijeboer,Randstad-Noord,29080.0,29080.0,1.0,,,,,0,0.0,0.0,0,0.0,,531,D17.19,1,29.08
L-004969,,,Randstad-Noord,Bijdrage aan project R269950 (Aziehaven),,Randstad-Noord,,,,,,,,0,0.0,0.0,0,0.0,,490,D44.03,1,3.866
L-005350,,,Randstad-Noord,Bijdrage aan project R-447300 (Wgm),Laurus van Essen,Randstad-Noord,44318.0,44318.0,1.0,,,,,0,0.0,0.0,0,0.0,,927,D07.03,1,40.0
D-003050,,,Noord-Oost,Veluwe EV 2019,Marco Spinosa,Noord-Oost,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
L-005122,,,Randstad-Noord,Bijdrage aan project R-524500 Ndb,Luuk van Hengstum,Randstad-Noord,78000.0,78000.0,1.0,,,,,0,0.0,0.0,0,0.0,,087,D17.22,1,78.0
D-003063,,,Noord-Oost,PVT Twente 2024,Aschwin van der Lugt,Noord-Oost,,,,,,,,0,0.0,0.0,0,0.0,,028,C10,16,90190.261
L-005264,,,Randstad-Noord,Bijdrage aan R-430700 (kruis Muiderberg),Judith Nijeboer,Randstad-Noord,22700.0,22700.0,1.0,,,,,0,0.0,0.0,0,0.0,,135,B73.03,1,22.7
L-004980,,,Randstad-Noord,Bijdrage aan R-439700 (Hilversum HOV),Maarten Mulder,Randstad-Noord,15000.0,15000.0,1.0,,,,,0,0.0,0.0,0,0.0,,528,A16.20,1,47.35
D-003070,,,Noord-Oost,Ev Twente 2023,Sander de Kock,Noord-Oost,1560.0,1560.0,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-003072,,,Noord-Oost,Zwerfstroom metingen,Jebbe Westerbeek,Noord-Oost,20917.64,20917.64,1.0,,,,,0,0.0,0.0,0,0.0,,024,D15.02,1,50.0
D-003077,,,Noord-Oost,PVT 12 Tiel-Elst,,Noord-Oost,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
L-004971,,,Randstad-Noord,Bijdrage aan SPO2006 (kabels Bunnik),Saco de la Parra,Randstad-Noord,40487.9,40487.9,1.0,,,,,0,0.0,0.0,0,0.0,,035,A16.01,1,37.0
D-003078,,,Noord-Oost,PVT 13 Zp-Ww,,Noord-Oost,,,,,,,,0,0.0,0.0,0,0.0,,ALG,C10,12,127186.94
D-003080,,,Noord-Oost,EV Gelre 2023_2024 Freq.Omv,,Noord-Oost,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
M-004773,,,Zuid,Bijdrage saneren Borchwerf I,Pieter Habing,Zuid,79745.79,79745.79,1.0,,,,,0,0.0,0.0,0,0.0,,ALG,C01.04,1,79.74579
D-003160,,,Noord-Oost,Bijdrage tbv ODG Bielheimerbeek-Mullepad,Gepke Bisschops,Noord-Oost,300000.0,300000.0,1.0,,,,,0,0.0,0.0,0,0.0,,212,B28,1,300.0
D-003101,,,Noord-Oost,Wl verwarming Ah-Berg LWA,,Noord-Oost,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-003109,,,Noord-Oost,CTK Gelre conserveren 2022,Hans van Roessel,Noord-Oost,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
R-342000,,,Randstad-Noord,Bilthoven Leijenseweg,Luuk van Hengstum,Randstad-Noord,14625734.8,14625734.8,1.0,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-003114,,,Noord-Oost,Tijdelijk Twente 2025 CT,,Noord-Oost,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-003116,,,Noord-Oost,Leeg,,Noord-Oost,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-003119,,,Noord-Oost,Verbetering Treinbeveiliging Valleilijn,,Noord-Oost,,,,,,,,0,0.0,0.0,0,0.0,,211,F01.01,2,17463.42
K-B14009,,,Zee-Zevenaar,BOX 3 Havenspoorlijn,,Zee-Zevenaar,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-003159,,,Noord-Oost,Test Ronald,,Noord-Oost,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-003195,,,Noord-Oost,"Zp, PSSSL saneren en terugleveren",Danielle van den Aardweg,Noord-Oost,12420.13,12420.13,1.0,,,,,0,0.0,0.0,0,0.0,,609,F01.03,1,98.0
D-003208,,,Noord-Oost,EV Inspecties en Metingen Veluwe 2022,Jebbe Westerbeek,Noord-Oost,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-003209,,,Noord-Oost,CTK Inspecties 2022,John van Dijk,Noord-Oost,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-003210,,,Noord-Oost,FBO Inspecties 2022,Gerard Pool,Noord-Oost,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
D-003212,,,Noord-Oost,Incidentele sps vervanging rNO 2022,Marco Klaibeda,Noord-Oost,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
K-B15002,,,Zee-Zevenaar,Conservering Suurhoffbrug,,Zee-Zevenaar,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
M-005922,,,Zuid,Dassenburcht Geffen,Bram Kicheleer,Zuid,,,,,,,,0,0.0,0.0,0,0.0,,,,0,0.0
